timestamp,T_indoor_C,T_outdoor_C,Q_heat_pump_kW,electricity_demand_kW,COP,fabric,archetype,weather_scenario,replicate
2011-03-19 08:00:00,15.219177753781521,1.4,11.537520483181043,4.031042838688129,3.668,F1,B3,W1,0
2011-03-19 08:15:00,15.667605907590854,2.0,11.042221861644364,3.3497084926604086,3.74,F1,B3,W1,0
2011-03-19 08:30:00,16.10063328136672,2.6,10.476173873198235,2.7749975562284352,3.812,F1,B3,W1,0
2011-03-19 08:45:00,16.157177081242523,3.2,0.0,0.0,3.884,F1,B3,W1,0
2011-03-19 09:00:00,15.919818256550297,3.8,0.0,0.0,3.956,F1,B3,W1,0
2011-03-19 09:15:00,15.721682978271796,4.6,0.0,0.0,4.052,F1,B3,W1,0
2011-03-19 09:30:00,15.561175439301804,5.4,0.0,0.0,4.148,F1,B3,W1,0
2011-03-19 09:45:00,15.43588402867369,6.2,0.0,0.0,4.244,F1,B3,W1,0
2011-03-19 10:00:00,15.344919924756152,7.0,0.0,0.0,4.34,F1,B3,W1,0
2011-03-19 10:15:00,15.276768781601115,7.25,0.0,0.0,4.37,F1,B3,W1,0
2011-03-19 10:30:00,15.228852748086657,7.5,0.0,0.0,4.4,F1,B3,W1,0
2011-03-19 10:45:00,15.199756054542485,7.75,0.0,0.0,4.43,F1,B3,W1,0
2011-03-19 11:00:00,15.185632008728685,8.0,0.0,0.0,4.46,F1,B3,W1,0
2011-03-19 11:15:00,15.184887413500848,8.25,0.0,0.0,4.49,F1,B3,W1,0
2011-03-19 11:30:00,15.192924981541264,8.5,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 11:45:00,15.209854688928798,8.75,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 12:00:00,15.236876619959022,9.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 12:15:00,15.272756159836193,9.25,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 12:30:00,15.312660473393233,9.5,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 12:45:00,15.355117946010386,9.75,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 13:00:00,15.403683835554935,10.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 13:15:00,15.455278756475316,10.25,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 13:30:00,15.506348135662487,10.5,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 13:45:00,15.555856408058437,10.75,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 14:00:00,15.605331484923049,11.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 14:15:00,15.652586355248395,11.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 14:30:00,15.688488679597302,11.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 14:45:00,15.714881042823682,11.0,0.0,0.0,4.5,F1,B3,W1,0
2011-03-19 15:00:00,15.73392212798422,11.0,0.0,0.0,4.5,F1,B3,W1,0
